Conf,Avg,Median,Std,Variance,Min,Max
1,15.930747922437673,16.0,4.472761111594006,20.00559196138765,0.0,26.0
2,19.32375346260388,20.0,5.328160777309484,28.389297268859202,0.0,32.0
3,22.29882271468144,22.0,6.64993585032557,44.22164681344526,0.0,40.0
4,20.01073407202216,20.0,5.741749085743066,32.96768256363134,0.0,37.0
0,30.994459833795013,31.0,8.901739523063753,79.24096653647531,0.0,51.0
