Conf,Avg,Median,Std,Variance,Min,Max
2,21.289349112426034,21.0,9.257151666295366,85.69485697279508,0.0,53.0
1,15.283905325443786,15.0,6.617905701405358,43.79667587269354,0.0,38.0
0,13.027218934911243,13.0,5.291991712894647,28.005176289345613,0.0,30.0
3,19.623846153846152,18.0,9.927285303199675,98.55099349112426,0.0,60.0
4,19.503905325443785,18.0,10.047687308599514,100.95602025139175,0.0,60.0
