Conf,Avg,Median,Std,Variance,Min,Max
2,20.522809527817525,20.0,7.527815426941109,56.66800510209255,0.0,59.0
0,11.394758437841933,11.0,3.735315874177879,13.95258467988525,0.0,31.0
4,17.994360744045114,17.0,7.479156977179293,55.937789089289694,0.0,58.0
1,13.315998232472014,13.0,4.831070176323442,23.33923904856181,0.0,37.0
3,17.50320890497433,17.0,7.147544169099599,51.087387649229676,0.0,58.0
